"state","pincode","year","quarter","rank","count","amount"
"uttar-pradesh","201307","2020","4",NULL,"208","152190"
"goa","403801","2023","3",NULL,"135","152148"
"chandigarh","160003","2024","4",NULL,"77","152055"
"madhya-pradesh","455001","2021","2",NULL,"293","152028"
"arunachal-pradesh","790104","2023","1",NULL,"36","151958"
"uttarakhand","244715","2021","4",NULL,"152","151915"
"tamil-nadu","600100","2021","2",NULL,"161","151891"
"goa","403802","2022","1",NULL,"160","151665"
"andaman-&-nicobar-islands","744101","2022","3",NULL,"119","151539"
"himachal-pradesh","174103","2024","4",NULL,"85","151458"
"chandigarh","160022","2022","4",NULL,"100","151398"
"jharkhand","826001","2021","3",NULL,"198","151308"
"assam","781038","2021","4",NULL,"131","151289"
"arunachal-pradesh","791110","2022","3",NULL,"67","151232"
"chandigarh","160022","2022","3",NULL,"110","151167"
"puducherry","605005","2024","3",NULL,"110","151004"
"west-bengal","700046","2021","2",NULL,"318","150953"
"madhya-pradesh","452010","2020","4",NULL,"196","150894"
"puducherry","605007","2023","1",NULL,"100","150714"
"maharashtra","421201","2020","3",NULL,"637","150597"
"himachal-pradesh","173212","2024","1",NULL,"72","150527"
"chhattisgarh","492099","2022","2",NULL,"115","150428"
"puducherry","605010","2022","4",NULL,"143","150285"
"himachal-pradesh","173030","2024","3",NULL,"94","150135"
"goa","403722","2022","1",NULL,"107","149976"
"telangana","500037","2021","1",NULL,"321","149660"
"chandigarh","160030","2024","3",NULL,"81","149501"
"haryana","122051","2021","2",NULL,"240","149418"
"arunachal-pradesh","791113","2024","1",NULL,"83","149366"
"chandigarh","160014","2022","3",NULL,"93","149268"
"manipur","795004","2024","1",NULL,"63","149176"
"gujarat","395006","2020","4",NULL,"195","149132"
"puducherry","609602","2023","3",NULL,"115","148702"
"jammu-&-kashmir","182101","2022","1",NULL,"84","148660"
"jammu-&-kashmir","180005","2022","4",NULL,"112","148622"
"bihar","800007","2021","3",NULL,"187","148603"
"jammu-&-kashmir","180003","2023","1",NULL,"104","148559"
"himachal-pradesh","174101","2021","4",NULL,"112","148548"
"gujarat","395009","2021","3",NULL,"156","147974"
"tripura","799006","2024","2",NULL,"101","147472"
"andaman-&-nicobar-islands","744102","2022","1",NULL,"102","147402"
"chandigarh","160020","2023","3",NULL,"81","147399"
"jammu-&-kashmir","180004","2022","4",NULL,"100","147170"
"rajasthan","332001","2021","3",NULL,"208","147159"
"jammu-&-kashmir","180020","2023","2",NULL,"99","147123"
"madhya-pradesh","455001","2021","3",NULL,"205","147100"
"uttar-pradesh","201304","2020","4",NULL,"182","147077"
"punjab","141008","2021","4",NULL,"131","146870"
"arunachal-pradesh","790104","2023","4",NULL,"36","146680"
"himachal-pradesh","176061","2022","4",NULL,"65","146613"
"himachal-pradesh","173212","2024","2",NULL,"77","146601"
"west-bengal","712138","2021","1",NULL,"404","146465"
"gujarat","395002","2021","3",NULL,"173","146101"
"andaman-&-nicobar-islands","744101","2024","3",NULL,"92","145811"
"goa","403601","2021","4",NULL,"124","145790"
"jammu-&-kashmir","180004","2023","1",NULL,"105","145700"
"rajasthan","302021","2021","2",NULL,"201","145693"
"bihar","851131","2021","3",NULL,"210","145635"
"assam","781001","2021","4",NULL,"131","145595"
"sikkim","737101","2024","1",NULL,"74","145519"
"bihar","845438","2021","3",NULL,"195","145376"
"arunachal-pradesh","791113","2023","3",NULL,"45","145263"
"sikkim","737134","2024","4",NULL,"70","145015"
"tripura","799001","2022","3",NULL,"153","144941"
"himachal-pradesh","176001","2024","2",NULL,"98","144896"
"rajasthan","302020","2021","3",NULL,"237","144890"
"andhra-pradesh","516001","2021","2",NULL,"268","144765"
"jammu-&-kashmir","181133","2022","3",NULL,"111","144728"
"puducherry","605005","2024","4",NULL,"113","144470"
"andhra-pradesh","530016","2021","1",NULL,"287","144342"
"bihar","812001","2021","2",NULL,"142","144147"
"ladakh","194104","2023","2",NULL,"48","144145"
"haryana","121005","2020","4",NULL,"206","143936"
"telangana","500039","2020","4",NULL,"279","143882"
"himachal-pradesh","175131","2024","1",NULL,"72","143700"
"andhra-pradesh","524002","2020","3",NULL,"663","143659"
"odisha","751019","2022","1",NULL,"120","143638"
"jharkhand","834001","2020","4",NULL,"176","143529"
"sikkim","737101","2024","3",NULL,"55","143528"
"himachal-pradesh","176061","2023","2",NULL,"98","143366"
"jammu-&-kashmir","180020","2022","3",NULL,"112","143313"
"meghalaya","794101","2024","3",NULL,"59","142986"
"chandigarh","160030","2023","3",NULL,"108","142944"
"madhya-pradesh","485001","2021","2",NULL,"166","142098"
"meghalaya","793001","2023","4",NULL,"72","142069"
"chhattisgarh","490023","2022","2",NULL,"123","141675"
"uttar-pradesh","247001","2020","4",NULL,"153","141577"
"arunachal-pradesh","791001","2024","4",NULL,"62","141282"
"bihar","811213","2022","1",NULL,"306","141104"
"dadra-&-nagar-haveli-&-daman-&-diu","396240","2024","4",NULL,"101","141022"
"mizoram","796009","2022","4",NULL,"95","141014"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2021","4",NULL,"107","141005"
"jharkhand","834002","2021","3",NULL,"182","140791"
"uttar-pradesh","244001","2021","1",NULL,"231","140716"
"rajasthan","311001","2021","3",NULL,"243","140696"
"chandigarh","160047","2022","2",NULL,"90","140603"
"himachal-pradesh","177001","2023","1",NULL,"72","140517"
"bihar","801503","2021","2",NULL,"144","140382"
"odisha","751010","2022","1",NULL,"137","140381"
"arunachal-pradesh","792110","2023","3",NULL,"39","140365"
"tamil-nadu","602105","2021","2",NULL,"149","140294"
"jammu-&-kashmir","180002","2023","2",NULL,"80","139952"
"puducherry","605011","2024","4",NULL,"132","139913"
"jammu-&-kashmir","180001","2022","1",NULL,"92","139731"
"meghalaya","794101","2024","4",NULL,"64","139583"
"goa","403001","2021","4",NULL,"146","139568"
"jammu-&-kashmir","180004","2023","3",NULL,"97","139551"
"sikkim","737126","2024","2",NULL,"33","139538"
"himachal-pradesh","173212","2023","3",NULL,"55","139527"
"himachal-pradesh","174303","2024","3",NULL,"70","139428"
"chandigarh","160001","2024","3",NULL,"87","139247"
"jammu-&-kashmir","180012","2022","1",NULL,"68","139158"
"himachal-pradesh","174303","2022","4",NULL,"74","139142"
"andhra-pradesh","517501","2020","4",NULL,"234","139080"
"himachal-pradesh","173205","2021","3",NULL,"163","139002"
"rajasthan","301019","2021","2",NULL,"201","138934"
"tripura","799002","2024","2",NULL,"75","138516"
"goa","403516","2022","3",NULL,"87","138379"
"puducherry","605001","2023","1",NULL,"122","138236"
"odisha","751006","2021","4",NULL,"151","138214"
"dadra-&-nagar-haveli-&-daman-&-diu","396235","2023","2",NULL,"115","138011"
"goa","403801","2022","4",NULL,"113","137988"
"uttarakhand","248007","2021","3",NULL,"90","137923"
"kerala","682507","2021","4",NULL,"89","137833"
"puducherry","605107","2022","3",NULL,"81","137613"
"jammu-&-kashmir","180020","2023","3",NULL,"121","137497"
"tamil-nadu","600053","2021","3",NULL,"166","137477"
"haryana","122051","2021","1",NULL,"273","137444"
"andaman-&-nicobar-islands","744105","2022","2",NULL,"78","137418"
"bihar","800006","2021","2",NULL,"195","137348"
"tripura","799001","2022","1",NULL,"95","137163"
"madhya-pradesh","480001","2021","3",NULL,"128","137028"
"haryana","121102","2021","1",NULL,"250","136976"
"mizoram","796005","2024","4",NULL,"77","136913"
"goa","403710","2023","4",NULL,"125","136818"
"jammu-&-kashmir","180005","2023","3",NULL,"127","136599"
"meghalaya","793001","2022","4",NULL,"76","136511"
"dadra-&-nagar-haveli-&-daman-&-diu","396230","2021","4",NULL,"174","136491"
"west-bengal","700017","2020","4",NULL,"187","136281"
"puducherry","605001","2024","2",NULL,"109","136141"
"goa","403521","2022","2",NULL,"105","136042"
"maharashtra","431003","2021","1",NULL,"466","135948"
"chhattisgarh","490023","2021","4",NULL,"121","135878"
"meghalaya","794101","2023","4",NULL,"46","135848"
"dadra-&-nagar-haveli-&-daman-&-diu","396215","2024","2",NULL,"128","135815"
"puducherry","605011","2023","3",NULL,"121","135760"
"meghalaya","793101","2024","4",NULL,"89","135474"
"andhra-pradesh","520010","2021","1",NULL,"224","135466"
"chandigarh","160014","2024","2",NULL,"94","135454"
"assam","781017","2022","2",NULL,"92","135360"
"andhra-pradesh","516360","2020","3",NULL,"532","135236"
"bihar","821115","2021","3",NULL,"223","135165"
"chandigarh","160019","2024","1",NULL,"61","135086"
"jharkhand","831001","2021","3",NULL,"156","134917"
"puducherry","605008","2022","2",NULL,"96","134849"
"andaman-&-nicobar-islands","744102","2023","1",NULL,"117","134841"
"himachal-pradesh","176001","2024","3",NULL,"72","134790"
"chhattisgarh","495450","2021","4",NULL,"109","134703"
"telangana","500018","2020","3",NULL,"641","134696"
"chandigarh","160020","2024","2",NULL,"77","134588"
"chhattisgarh","492013","2021","4",NULL,"110","134414"
"sikkim","737102","2024","3",NULL,"68","134391"
"arunachal-pradesh","791102","2023","2",NULL,"43","133976"
"jammu-&-kashmir","193201","2022","1",NULL,"91","133892"
"meghalaya","793002","2024","2",NULL,"94","133580"
"tripura","799004","2024","3",NULL,"99","133522"
"puducherry","605013","2023","1",NULL,"111","133377"
"gujarat","395010","2021","1",NULL,"242","133115"
"gujarat","382415","2021","3",NULL,"176","132989"
"tripura","799001","2024","3",NULL,"117","132715"
"andhra-pradesh","530026","2020","4",NULL,"215","132499"
"uttarakhand","244713","2021","2",NULL,"97","132433"
"jammu-&-kashmir","180005","2023","1",NULL,"73","132226"
"rajasthan","302029","2021","2",NULL,"213","132201"
"jammu-&-kashmir","191111","2022","2",NULL,"91","132142"
"delhi","110059","2020","2",NULL,"895","132104"
"meghalaya","794105","2024","1",NULL,"71","132004"
"odisha","751012","2021","4",NULL,"130","131994"
"arunachal-pradesh","791113","2024","2",NULL,"64","131979"
"punjab","151001","2022","1",NULL,"155","131650"
"sikkim","737132","2024","2",NULL,"68","131613"
"nagaland","797115","2024","4",NULL,"62","131243"
"gujarat","395006","2021","3",NULL,"302","131234"
"meghalaya","794001","2023","3",NULL,"63","131092"
"himachal-pradesh","173025","2021","4",NULL,"73","131035"
"tripura","799003","2024","3",NULL,"113","130982"
"chandigarh","160020","2024","4",NULL,"76","130782"
"dadra-&-nagar-haveli-&-daman-&-diu","396193","2024","3",NULL,"100","130765"
"chandigarh","160019","2024","4",NULL,"83","130585"
"punjab","140603","2021","2",NULL,"107","130579"
"tripura","799007","2023","3",NULL,"93","130561"
"andhra-pradesh","524002","2021","2",NULL,"262","130466"
"andhra-pradesh","516001","2021","1",NULL,"258","130242"
"uttarakhand","263139","2020","4",NULL,"108","130138"
"telangana","500070","2020","4",NULL,"267","130038"
"meghalaya","793001","2022","3",NULL,"93","129948"
"arunachal-pradesh","791001","2024","2",NULL,"51","129656"
"chandigarh","160101","2021","4",NULL,"110","129529"
"himachal-pradesh","175001","2024","3",NULL,"78","129475"
"jammu-&-kashmir","190001","2022","3",NULL,"86","129404"
"odisha","751012","2022","1",NULL,"111","129187"
"chandigarh","160014","2023","1",NULL,"98","129066"
"himachal-pradesh","173220","2023","2",NULL,"56","129033"
"tamil-nadu","600004","2021","2",NULL,"137","129026"
"arunachal-pradesh","791001","2024","1",NULL,"52","128932"
"meghalaya","793004","2024","4",NULL,"54","128879"
"andhra-pradesh","524003","2020","3",NULL,"608","128862"
"himachal-pradesh","173220","2022","4",NULL,"67","128773"
"jammu-&-kashmir","193201","2022","2",NULL,"82","128729"
"andaman-&-nicobar-islands","744104","2024","3",NULL,"95","128652"
"telangana","502032","2020","3",NULL,"498","128525"
"jharkhand","834009","2021","4",NULL,"122","128516"
"jammu-&-kashmir","190001","2023","1",NULL,"72","128201"
"gujarat","394221","2021","3",NULL,"179","128167"
"gujarat","395003","2021","3",NULL,"234","127836"
"puducherry","605007","2022","4",NULL,"109","127663"
"puducherry","605013","2023","3",NULL,"134","127319"
"tripura","799003","2022","4",NULL,"100","127294"
"meghalaya","794104","2022","3",NULL,"77","127191"
"andhra-pradesh","520012","2021","1",NULL,"178","127092"
"haryana","121102","2020","4",NULL,"181","127019"
"meghalaya","793001","2022","1",NULL,"42","126761"
"chandigarh","160003","2024","1",NULL,"93","126741"
"arunachal-pradesh","791113","2022","2",NULL,"59","126741"
"odisha","751012","2022","2",NULL,"155","126532"
"uttar-pradesh","201005","2020","4",NULL,"148","126439"
"tripura","799003","2023","1",NULL,"94","126373"
"himachal-pradesh","176001","2023","3",NULL,"60","126355"
"odisha","751003","2021","4",NULL,"103","126059"
"rajasthan","332001","2021","1",NULL,"226","125759"
"west-bengal","711101","2021","1",NULL,"183","125442"
"sikkim","737135","2024","4",NULL,"50","125435"
"madhya-pradesh","455001","2020","3",NULL,"353","125258"
"uttarakhand","247667","2021","2",NULL,"97","124991"
"karnataka","560076","2020","2",NULL,"802","124790"
"west-bengal","736135","2020","4",NULL,"187","124617"
"manipur","795004","2022","2",NULL,"50","124541"
"tripura","799003","2024","4",NULL,"125","124492"
"tripura","799002","2023","4",NULL,"103","124384"
"arunachal-pradesh","791001","2023","4",NULL,"50","124355"
"chandigarh","160015","2023","1",NULL,"69","124176"
"arunachal-pradesh","791111","2022","1",NULL,"51","124161"
"andhra-pradesh","534002","2021","2",NULL,"293","124158"
"jammu-&-kashmir","180004","2022","3",NULL,"91","124130"
"goa","403722","2022","3",NULL,"137","124075"
"ladakh","194201","2023","4",NULL,"42","123961"
"arunachal-pradesh","792110","2024","1",NULL,"48","123833"
"rajasthan","302012","2020","3",NULL,"449","123677"
"puducherry","605110","2022","2",NULL,"107","123595"
"gujarat","396191","2021","2",NULL,"208","123514"
"andhra-pradesh","517507","2020","4",NULL,"228","123376"
"madhya-pradesh","452010","2021","1",NULL,"292","123349"
"madhya-pradesh","452016","2021","2",NULL,"166","123056"
"jharkhand","827013","2021","3",NULL,"121","122961"
"himachal-pradesh","174303","2023","3",NULL,"65","122841"
"uttar-pradesh","244102","2021","1",NULL,"271","122713"
"ladakh","194103","2024","2",NULL,"39","122699"
"telangana","500072","2020","2",NULL,"760","122394"
"west-bengal","700156","2021","2",NULL,"113","122064"
"kerala","682024","2021","4",NULL,"133","122019"
"sikkim","737134","2024","2",NULL,"49","121779"
"telangana","500050","2020","3",NULL,"498","121764"
"mizoram","796001","2024","4",NULL,"81","121629"
"meghalaya","793001","2024","1",NULL,"61","121621"
"manipur","795004","2023","1",NULL,"34","121312"
"odisha","765001","2022","1",NULL,"98","121256"
"chandigarh","160014","2023","4",NULL,"83","121236"
"sikkim","737101","2023","2",NULL,"53","121203"
"andaman-&-nicobar-islands","744101","2022","2",NULL,"87","121168"
"gujarat","382350","2021","3",NULL,"186","121111"
"bihar","845401","2021","2",NULL,"131","120903"
"andaman-&-nicobar-islands","744102","2023","3",NULL,"100","120875"
"himachal-pradesh","173025","2022","2",NULL,"93","120748"
"puducherry","605001","2023","2",NULL,"93","120504"
"kerala","682025","2021","4",NULL,"100","120378"
"chandigarh","160014","2024","3",NULL,"92","120308"
"andhra-pradesh","515001","2020","4",NULL,"292","120291"
"puducherry","605011","2022","4",NULL,"122","120069"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2021","1",NULL,"171","119823"
"west-bengal","700006","2021","1",NULL,"158","119806"
"punjab","140308","2021","4",NULL,"93","119794"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2021","2",NULL,"82","119744"
"karnataka","560078","2020","2",NULL,"742","119673"
"haryana","122002","2020","4",NULL,"169","119662"
"jharkhand","834002","2021","2",NULL,"99","119642"
"assam","781317","2021","4",NULL,"83","119272"
"sikkim","737101","2023","4",NULL,"51","119245"
"jammu-&-kashmir","180020","2022","2",NULL,"94","119195"
"punjab","141001","2021","3",NULL,"130","119194"
"himachal-pradesh","176310","2024","1",NULL,"85","119192"
"puducherry","605011","2023","1",NULL,"103","119165"
"jammu-&-kashmir","193504","2024","3",NULL,"129","118758"
"dadra-&-nagar-haveli-&-daman-&-diu","396210","2021","3",NULL,"116","118724"
"chandigarh","160014","2023","2",NULL,"103","118597"
"jharkhand","834009","2021","3",NULL,"107","118576"
"jharkhand","832108","2021","4",NULL,"112","118475"
"nagaland","797112","2022","1",NULL,"71","118361"
"meghalaya","793001","2023","3",NULL,"71","118274"
"maharashtra","431003","2020","4",NULL,"314","118228"
"puducherry","605004","2022","2",NULL,"111","118089"
"puducherry","605001","2023","4",NULL,"118","118016"
"jammu-&-kashmir","180012","2023","2",NULL,"91","117997"
